CODE,sector,Code_Sector,Azimut,Longitude,Latitude,Hauteur,TILT_E 2G,TILT_E 3G
251,1,251_1,10,-3.00245825,16.75649844,42,0,3
251,2,251_2,160,-3.00245825,16.75649844,42,0,1
251,3,251_3,300,-3.00245825,16.75649844,42,0,3
253,1,253_1,20,-3.65936418,16.4157527,75,2,0
253,2,253_2,140,-3.65936418,16.4157527,75,2,0
253,3,253_3,260,-3.65936418,16.4157527,75,2,0
254,1,254_1,0,-3.39289725,16.26086079,22.6,0,0
254,2,254_2,120,-3.39289725,16.26086079,22.6,0,0
254,3,254_3,240,-3.39289725,16.26086079,22.6,0,0
257,1,257_1,0,-4.891037,15.713703,75,2,0
257,2,257_2,120,-4.891037,15.713703,75,2,0
257,3,257_3,240,-4.891037,15.713703,75,2,0
258,1,258_1,30,-3.01072482,16.764643,18.4,6,4
258,2,258_2,110,-3.01072482,16.764643,18.6,6,5
258,3,258_3,320,-3.01072482,16.764643,18.4,6,2
259,1,259_1,60,-3.0096088,16.77580715,17.1,6,5
259,2,259_2,140,-3.0096088,16.77580715,17.1,6,5
259,3,259_3,300,-3.0096088,16.77580715,17.1,6,4
260,1,260_1,0,-3.001635,16.768727,18.799999,2,5
260,2,260_2,120,-3.001635,16.768727,18.799999,2,1
260,3,260_3,240,-3.001635,16.768727,18.799999,2,5
261,1,261_1,150,-2.99539,16.776049,20.9,6,1
261,2,261_2,240,-2.99539,16.776049,20.9,6,3
261,3,261_3,320,-2.99539,16.776049,20.9,6,3
262,1,262_1,0,-1.9354,16.8705,45,0,0
262,2,262_2,120,-1.9354,16.8705,45,0,0
262,3,262_3,240,-1.9354,16.8705,45,0,0
264,1,264_1,90,-3.591952,16.043817,72.400002,2,0
264,2,264_2,240,-3.591952,16.043817,72.400002,2,0
264,3,264_3,320,-3.591952,16.043817,72.400002,2,0
266,1,266_1,0,-4.321902,15.842379,75,2,0
266,2,266_2,190,-4.321902,15.842379,75,2,0
266,3,266_3,240,-4.321902,15.842379,75,2,0
267,1,267_1,0,-4.63862957,15.72371319,41.400002,0,0
267,2,267_2,120,-4.63862957,15.72371319,41.400002,0,0
267,3,267_3,240,-4.63862957,15.72371319,41.400002,0,0
271,1,271_1,0,-3.71492055,15.65782949,42.400002,0,0
271,2,271_2,120,-3.71492055,15.65782949,42.400002,0,0
271,3,271_3,240,-3.71492055,15.65782949,42.400002,0,0
276,1,276_1,60,-2.779694,15.856247,47,2,0
276,2,276_2,190,-2.779694,15.856247,47,2,0
276,3,276_3,310,-2.779694,15.856247,47,2,0
277,1,277_1,0,-3.23916763,16.09389173,57,2,0
277,2,277_2,120,-3.23916763,16.09389173,57,2,0
277,3,277_3,240,-3.23916763,16.09389173,57,2,0
279,1,279_1,100,-3.99472222,15.93583333,65,2,0
279,2,279_2,180,-3.99472222,15.93583333,65,2,0
279,3,279_3,280,-3.99472222,15.93583333,65,2,0
280,1,280_1,45,-3.753833,16.149167,65,2,0
280,2,280_2,190,-3.753833,16.149167,65,2,0
280,3,280_3,260,-3.753833,16.149167,65,2,0
281,1,281_1,20,-3.70666667,15.82222222,40,2,0
281,2,281_2,95,-3.70666667,15.82222222,40,2,0
281,3,281_3,270,-3.70666667,15.82222222,40,2,0
282,1,282_1,60,-3.244948,16.652003,58,2,0
282,2,282_2,170,-3.244948,16.652003,58,2,0
282,3,282_3,250,-3.244948,16.652003,58,2,0
283,1,283_1,55,-3.368312,16.57084,60,2,0
283,2,283_2,255,-3.368312,16.57084,60,2,0
283,3,283_3,315,-3.368312,16.57084,60,2,0
284,1,284_1,0,-3.65638889,16.42805556,50,2,0
284,2,284_2,120,-3.65638889,16.42805556,50,2,0
284,3,284_3,290,-3.65638889,16.42805556,50,2,0
286,1,286_1,70,-1.66133333,17.00480556,48,2,0
286,2,286_2,160,-1.66133333,17.00480556,48,2,0
286,3,286_3,260,-1.66133333,17.00480556,48,2,0
287,1,287_1,80,-2.17569444,16.81269444,48,2,0
287,2,287_2,250,-2.17569444,16.81269444,48,2,0
287,3,287_3,350,-2.17569444,16.81269444,48,2,0
288,1,288_1,90,-2.51747222,16.83277778,50,2,0
288,2,288_2,200,-2.51747222,16.83277778,50,2,0
288,3,288_3,290,-2.51747222,16.83277778,50,2,0
289,1,289_1,80,-2.69113889,16.74305556,50,2,0
289,2,289_2,160,-2.69113889,16.74305556,50,2,0
289,3,289_3,260,-2.69113889,16.74305556,50,2,0
291,1,291_1,20,-3.00730556,16.77150001,33.400002,2,2
291,2,291_2,140,-3.00730556,16.77150001,33.400002,2,6
291,3,291_3,260,-3.00730556,16.77150001,33.400002,2,4
292,1,292_1,80,-3.00286112,16.77502223,33.400002,2,2
292,2,292_2,140,-3.00286112,16.77502223,33.400002,2,2
292,3,292_3,260,-3.00286112,16.77502223,33.400002,2,2
293,1,293_1,105,-3.01138889,16.78266667,42.400002,2,2
293,2,293_2,225,-3.01138889,16.78266667,42.400002,2,2
293,3,293_3,325,-3.01138889,16.78266667,33.400002,2,2
295,1,295_1,0,-2.98466667,16.67991667,62.400002,0,2
295,2,295_2,120,-2.98466667,16.67991667,62.400002,0,2
295,3,295_3,240,-2.98466667,16.67991667,62.400002,0,2
298,1,298_1,20,-3.02530556,16.66447223,42.400002,2,0
298,2,298_2,120,-3.02530556,16.66447223,42.400002,2,0
298,3,298_3,260,-3.02530556,16.66447223,42.400002,2,0
301,1,301_1,50,-0.05293256,16.26834961,64.599998,0,2
301,2,301_2,170,-0.05293256,16.26834961,64.599998,0,2
301,3,301_3,290,-0.05293256,16.26834961,64.599998,0,2
302,1,302_1,0,-0.03211684,16.28924273,21,6,0
302,2,302_2,120,-0.03211684,16.28924273,21,6,2
302,3,302_3,240,-0.03211684,16.28924273,21,2,0
303,1,303_1,0,-0.050349,16.2485,21,0,4
303,2,303_2,120,-0.050349,16.2485,21,0,0
303,3,303_3,240,-0.050349,16.2485,21,0,0
305,1,305_1,0,-0.04055715,16.2551105,22.4,0,2
305,2,305_2,120,-0.04055715,16.2551105,22.4,0,0
305,3,305_3,240,-0.04055715,16.2551105,22.4,0,0
306,1,306_1,0,-0.032994,16.266104,22.4,0,5
306,2,306_2,120,-0.032994,16.266104,22.4,0,0
306,3,306_3,240,-0.032994,16.266104,22.4,0,0
307,1,307_1,0,-0.04638762,16.28027725,11.45,0,0
307,2,307_2,120,-0.04638762,16.28027725,11.45,0,0
307,3,307_3,240,-0.04638762,16.28027725,11.45,0,0
308,1,308_1,0,-0.045092,16.264819,22.4,6,5
308,2,308_2,120,-0.045092,16.264819,22.4,6,6
308,3,308_3,240,-0.045092,16.264819,22.4,6,5
309,1,309_1,0,-0.03777824,16.27833275,13.5,2,0
309,2,309_2,120,-0.03777824,16.27833275,13.5,2,4
309,3,309_3,240,-0.03777824,16.27833275,13.5,2,4
310,1,310_1,120,0.50305594,15.65999631,42.400002,0,0
310,2,310_2,250,0.50305594,15.65999631,42.400002,0,0
310,3,310_3,350,0.50305594,15.65999631,42.400002,0,0
311,1,311_1,10,-0.341602,16.955872,42.400002,0,0
311,2,311_2,130,-0.341602,16.955872,42.400002,0,0
311,3,311_3,260,-0.341602,16.955872,42.400002,0,0
312,1,312_1,0,-0.0447257,16.27388789,17.200001,6,4
312,2,312_2,120,-0.0447257,16.27388789,17.200001,6,4
312,3,312_3,240,-0.0447257,16.27388789,17.200001,6,4
314,1,314_1,80,-0.05291667,16.25858334,42.400002,2,4
314,2,314_2,200,-0.05291667,16.25858334,42.400002,2,4
314,3,314_3,320,-0.05291667,16.25858334,42.400002,2,4
315,1,315_1,60,0.703741,14.97399,42.400002,0,0
315,2,315_2,180,0.703741,14.97399,42.400002,0,0
315,3,315_3,300,0.703741,14.97399,42.400002,0,0
316,1,316_1,120,0.32058056,15.82458056,72,2,0
316,2,316_2,220,0.32058056,15.82458056,72,2,0
316,3,316_3,320,0.32058056,15.82458056,72,2,0
317,1,317_1,30,3.015177,15.428717,42.400002,0,2
317,2,317_2,150,3.015177,15.428717,42.400002,0,2
317,3,317_3,270,3.015177,15.428717,42.400002,0,2
318,1,318_1,30,-0.0506944,16.2749167,33.4,2,3
318,2,318_2,120,-0.0506944,16.2749167,33.4,2,3
318,3,318_3,200,-0.0506944,16.2749167,33.4,2,3
319,1,319_1,100,-0.03044445,16.2815,27.4,2,4
319,2,319_2,220,-0.03044445,16.2815,27.4,2,4
319,3,319_3,320,-0.03044445,16.2815,27.4,2,4
320,1,320_1,0,2.39841667,15.91338889,42.400002,2,0
320,2,320_2,120,2.39841667,15.91338889,42.400002,2,0
320,3,320_3,240,2.39841667,15.91338889,42.400002,2,0
321,1,321_1,30,-0.04066667,16.28516667,42.400002,2,0
321,2,321_2,150,-0.04066667,16.28516667,42.400002,2,2
321,3,321_3,270,-0.04066667,16.28516667,42.400002,2,3
323,1,323_1,40,-0.029881,16.27278,32.400002,2,3
323,2,323_2,160,-0.029881,16.27278,32.400002,2,4
323,3,323_3,280,-0.029881,16.27278,32.400002,2,4
324,1,324_1,80,-1.403547,17.038471,40.400002,2,0
324,2,324_2,180,-1.403547,17.038471,40.400002,2,0
324,3,324_3,280,-1.403547,17.038471,40.400002,2,0
325,1,325_1,20,-0.16958334,16.80191667,57.400002,2,2
325,2,325_2,190,-0.16958334,16.80191667,57.400002,2,2
325,3,325_3,280,-0.16958334,16.80191667,57.400002,2,2
326,1,326_1,0,-0.07068735,16.50903122,42.400002,0,0
326,2,326_2,180,-0.07068735,16.50903122,42.400002,0,0
326,3,326_3,300,-0.07068735,16.50903122,42.400002,0,0
327,1,327_1,60,0.72600556,15.17730556,42.400002,0,0
327,2,327_2,180,0.72600556,15.17730556,42.400002,0,0
327,3,327_3,300,0.72600556,15.17730556,42.400002,0,0
328,1,328_1,140,0.078245,16.133552,57,2,0
328,2,328_2,240,0.078245,16.133552,57,2,0
328,3,328_3,340,0.078245,16.133552,57,2,0
329,1,329_1,30,-0.86222222,16.11027778,58,2,0
329,2,329_2,150,-0.86222222,16.11027778,58,2,0
329,3,329_3,255,-0.86222222,16.11027778,58,2,0
330,1,330_1,85,-0.64833333,16.18222222,58,2,0
330,2,330_2,175,-0.64833333,16.18222222,58,2,0
330,3,330_3,265,-0.64833333,16.18222222,58,2,0
331,1,331_1,85,-0.35525,16.18261111,50,2,0
331,2,331_2,160,-0.35525,16.18261111,50,2,0
331,3,331_3,270,-0.35525,16.18261111,50,2,0
333,1,333_1,100,-0.047028,16.241639,60,2,4
333,2,333_2,220,-0.047028,16.241639,60,2,0
333,3,333_3,320,-0.047028,16.241639,60,2,0
334,1,334_1,40,-1.28916667,15.82544444,60,2,0
334,2,334_2,180,-1.28916667,15.82544444,60,2,0
334,3,334_3,300,-1.28916667,15.82544444,60,2,0
335,1,335_1,140,-0.26441667,16.71097222,50,2,0
335,2,335_2,250,-0.26441667,16.71097222,50,2,0
335,3,335_3,350,-0.26441667,16.71097222,50,2,0
336,1,336_1,60,-0.61141667,16.931,38,2,0
336,2,336_2,180,-0.61141667,16.931,38,2,0
336,3,336_3,290,-0.61141667,16.931,38,2,0
337,1,337_1,80,-0.95058333,17.00241667,40,2,0
337,2,337_2,190,-0.95058333,17.00241667,40,2,0
337,3,337_3,290,-0.95058333,17.00241667,40,2,0
338,1,338_1,50,-1.20927778,17.05166667,47,2,0
338,2,338_2,170,-1.20927778,17.05166667,47,2,0
338,3,338_3,270,-1.20927778,17.05166667,47,2,0
339,1,339_1,150,0.14613889,17.36163889,42.400002,2,2
339,2,339_2,270,0.14613889,17.36163889,42.400002,2,2
339,3,339_3,350,0.14613889,17.36163889,42.400002,2,2
340,1,340_1,140,0.21313889,15.93738889,57,2,0
340,2,340_2,240,0.21313889,15.93738889,57,2,0
340,3,340_3,320,0.21313889,15.93738889,57,2,0
341,1,341_1,50,0.74813889,15.32719444,57,2,0
341,2,341_2,170,0.74813889,15.32719444,57,2,0
341,3,341_3,290,0.74813889,15.32719444,57,2,0
342,1,342_1,0,0.70794444,15.47738889,50,2,0
342,2,342_2,120,0.70794444,15.47738889,50,2,0
342,3,342_3,240,0.70794444,15.47738889,50,2,0
343,1,343_1,120,-0.04413889,16.29077778,33.400002,2,0
343,2,343_2,220,-0.04413889,16.29077778,33.400002,2,2
343,3,343_3,340,-0.04413889,16.29077778,33.400002,2,2
344,1,344_1,150,-0.10863889,16.61380556,57.400002,2,0
344,2,344_2,230,-0.10863889,16.61380556,57.400002,2,0
344,3,344_3,310,-0.10863889,16.61380556,57.400002,2,0
345,1,345_1,0,-0.05058334,16.38591667,57.400002,2,2
345,2,345_2,140,-0.05058334,16.38591667,57.400002,2,2
345,3,345_3,270,-0.05058334,16.38591667,57.400002,2,2
346,1,346_1,0,-0.039821,16.262113,33.400002,2,4
346,2,346_2,120,-0.039821,16.262113,33.400002,2,4
346,3,346_3,240,-0.039821,16.262113,33.400002,2,4
347,1,347_1,40,-0.04047223,16.26805556,33.400002,2,4
347,2,347_2,140,-0.04047223,16.26805556,33.400002,2,4
347,3,347_3,280,-0.04047223,16.26805556,33.400002,2,4
348,1,348_1,30,-0.02777778,16.25861112,42.400002,2,4
348,2,348_2,140,-0.02777778,16.25861112,42.400002,2,2
348,3,348_3,240,-0.02777778,16.25861112,42.400002,2,2
351,1,351_1,50,1.405389,18.450861,40,0,0
351,2,351_2,170,1.405389,18.450861,40,0,0
351,3,351_3,290,1.405389,18.450861,40,0,0
353,1,353_1,0,1.40469444,18.4397,14.6,2,0
353,2,353_2,120,1.40469444,18.4397,14.6,2,0
353,3,353_3,240,1.40469444,18.4397,14.6,2,0
355,1,355_1,0,1.00481,20.203767,42.4,2,0
355,2,355_2,120,1.00481,20.203767,42.4,2,0
355,3,355_3,240,1.00481,20.203767,42.4,2,0
359,1,359_1,0,1.41299444,18.44456389,21.4,2,0
359,2,359_2,120,1.41299444,18.44456389,21.4,2,0
359,3,359_3,240,1.41299444,18.44456389,21.4,2,0
360,1,360_1,0,0.860752,19.461307,42.4,2,0
360,2,360_2,120,0.860752,19.461307,42.4,2,0
360,3,360_3,240,0.860752,19.461307,42.4,2,0
361,1,361_1,0,0.596972,18.045694,42.400002,0,0
361,2,361_2,120,0.596972,18.045694,42.400002,0,0
361,3,361_3,240,0.596972,18.045694,42.4,2,0
362,1,362_1,0,1.41977873,18.43164076,21.4,2,0
362,2,362_2,120,1.41977873,18.43164076,21.4,2,0
362,3,362_3,240,1.41977873,18.43164076,21.4,2,0
363,1,363_1,40,1.415806,18.414833,42.400002,2,4
363,2,363_2,150,1.415806,18.414833,42.400002,2,0
363,3,363_3,300,1.415806,18.414833,42.400002,2,0
370,1,370_1,15,-0.036156,16.300811,33.400002,0,0
370,2,370_2,120,-0.036156,16.300811,33.400002,4,0
370,3,370_3,200,-0.036156,16.300811,33.400002,4,0
505,1,505_1,90,-7.4391122,13.56162339,75,0,2
505,2,505_2,235,-7.4391122,13.56162339,75,0,0
505,3,505_3,330,-7.4391122,13.56162339,75,0,0
506,1,506_1,0,-7.385255,13.4706,42.400002,0,0
506,2,506_2,120,-7.385255,13.4706,42.400002,0,0
506,3,506_3,240,-7.385255,13.4706,42.400002,0,0
512,1,512_1,80,-7.24610999,13.09833732,42.400002,2,0
512,2,512_2,180,-7.24610999,13.09833732,42.400002,2,0
512,3,512_3,280,-7.24610999,13.09833732,42.400002,2,0
523,1,523_1,0,-7.29347223,15.17313889,42.400002,0,0
523,2,523_2,105,-7.29347223,15.17313889,42.400002,0,0
523,3,523_3,240,-7.29347223,15.17313889,42.400002,0,0
524,1,524_1,0,-7.45411972,14.99245577,42.400002,0,0
524,2,524_2,120,-7.45411972,14.99245577,42.400002,0,0
524,3,524_3,240,-7.45411972,14.99245577,42.400002,0,0
528,1,528_1,60,-7.606028,13.117833,42.4,2,0
528,2,528_2,180,-7.606028,13.117833,42.4,2,0
528,3,528_3,300,-7.606028,13.117833,42.4,2,0
541,1,541_1,0,-7.51642463,14.00884439,42.4,0,0
541,2,541_2,120,-7.51642463,14.00884439,42.4,0,0
541,3,541_3,240,-7.51642463,14.00884439,42.4,0,0
542,1,542_1,0,-7.546133,13.787703,47,0,0
542,2,542_2,120,-7.546133,13.787703,47,0,0
542,3,542_3,240,-7.546133,13.787703,47,0,0
543,1,543_1,0,-6.983879,13.320951,42.400002,0,0
543,2,543_2,120,-6.983879,13.320951,42.400002,0,0
543,3,543_3,240,-6.983879,13.320951,42.400002,0,0
550,1,550_1,80,-7.57404214,13.28781259,42.400002,2,0
550,2,550_2,200,-7.57404214,13.28781259,42.400002,2,0
550,3,550_3,320,-7.57404214,13.28781259,42.400002,2,0
554,1,554_1,80,-7.292472,13.42188,42.400002,2,0
554,2,554_2,200,-7.292472,13.42188,42.400002,2,0
554,3,554_3,320,-7.292472,13.42188,42.400002,2,0
556,1,556_1,0,-8.58444385,15.33527966,42.400002,0,0
556,2,556_2,120,-8.58444385,15.33527966,42.400002,0,0
556,3,556_3,240,-8.58444385,15.33527966,42.400002,0,0
557,1,557_1,80,-8.902961,15.447831,50,0,0
557,2,557_2,200,-8.902961,15.447831,50,0,0
557,3,557_3,320,-8.902961,15.447831,50,0,0
559,1,559_1,0,-8.42896098,15.08019079,42.400002,2,0
559,2,559_2,120,-8.42896098,15.08019079,42.400002,2,0
559,3,559_3,240,-8.42896098,15.08019079,42.400002,2,0
560,1,560_1,250,-7.513014,14.45009,17,2,0
561,1,561_1,30,-7.93462,14.598965,42.5,2,0
561,2,561_2,150,-7.93462,14.598965,42.5,2,0
561,3,561_3,250,-7.93462,14.598965,42.5,2,0
562,1,562_1,60,-7.673217,15.004568,41.400002,0,0
562,2,562_2,180,-7.673217,15.004568,41.400002,0,0
562,3,562_3,300,-7.673217,15.004568,41.400002,0,0
563,1,563_1,100,-6.6912,14.646847,42.400002,0,0
563,2,563_2,240,-6.6912,14.646847,42.400002,0,0
563,3,563_3,340,-6.6912,14.646847,42.400002,0,0
567,1,567_1,40,-7.33669445,13.57861112,57,2,0
567,2,567_2,140,-7.33669445,13.57861112,57,2,0
567,3,567_3,280,-7.33669445,13.57861112,42.400002,0,0
570,1,570_1,0,-7.60253491,12.99278033,42.400002,0,0
570,2,570_2,120,-7.60253491,12.99278033,42.400002,0,0
570,3,570_3,240,-7.60253491,12.99278033,42.400002,0,0
573,1,573_1,40,-7.528517,12.926183,20.1,2,0
573,2,573_2,130,-7.528517,12.926183,20.1,2,0
573,3,573_3,240,-7.528517,12.926183,20.1,2,0
601,1,601_1,20,-5.68152562,11.31405856,57.4,0,2
601,2,601_2,140,-5.68152562,11.31405856,57.4,0,0
601,3,601_3,260,-5.68152562,11.31405856,57.4,0,0
602,1,602_1,30,-5.66651107,11.32676163,57.4,0,2
602,2,602_2,150,-5.66651107,11.32676163,57.4,0,0
602,3,602_3,230,-5.66651107,11.32676163,57.4,0,0
603,1,603_1,105,-5.66856758,11.31554003,57.4,0,3
603,2,603_2,225,-5.66856758,11.31554003,57.4,0,0
603,3,603_3,345,-5.66856758,11.31554003,57.4,0,0
604,1,604_1,105,-5.64693539,11.30856985,57.4,0,0
604,2,604_2,225,-5.64693539,11.30856985,57.4,0,0
604,3,604_3,345,-5.64693539,11.30856985,57.4,0,0
605,1,605_1,20,-5.467611,12.386361,57.4,0,0
605,2,605_2,140,-5.467611,12.386361,57.4,0,0
605,3,605_3,260,-5.467611,12.386361,57.4,0,0
606,1,606_1,30,-5.45648277,12.37989139,57.4,0,2
606,2,606_2,170,-5.45648277,12.37989139,57.4,0,2
606,3,606_3,240,-5.45648277,12.37989139,57.4,0,2
607,1,607_1,0,-5.4529533,12.4027517,57.4,0,0
607,2,607_2,120,-5.4529533,12.4027517,57.4,0,2
607,3,607_3,240,-5.4529533,12.4027517,57.4,0,2
608,1,608_1,0,-4.78316667,12.16311111,57.4,0,0
608,2,608_2,120,-4.78316667,12.16311111,57.4,0,0
608,3,608_3,240,-4.78316667,12.16311111,57.4,0,0
609,1,609_1,105,-5.68727541,11.3033546,57.4,0,0
609,2,609_2,225,-5.68727541,11.3033546,57.4,0,0
609,3,609_3,345,-5.68727541,11.3033546,57.4,0,0
610,1,610_1,0,-7.49242741,11.41631955,42,2,2
610,2,610_2,120,-7.49242741,11.41631955,42,2,2
610,3,610_3,240,-7.49242741,11.41631955,42,2,2
611,1,611_1,0,-6.83801901,11.40434011,57.4,2,0
611,2,611_2,120,-6.83801901,11.40434011,57.4,2,2
611,3,611_3,240,-6.83801901,11.40434011,57.4,2,2
612,1,612_1,0,-5.762008,10.563512,57.4,0,0
612,2,612_2,120,-5.762008,10.563512,57.4,0,0
612,3,612_3,240,-5.762008,10.563512,57.4,0,0
613,1,613_1,30,-5.65610915,10.48555421,57.4,0,0
613,2,613_2,150,-5.65610915,10.48555421,57.4,0,0
613,3,613_3,270,-5.65610915,10.48555421,57.4,0,0
614,1,614_1,0,-6.01622688,11.85008394,57.4,0,0
614,2,614_2,120,-6.01622688,11.85008394,57.4,0,2
614,3,614_3,240,-6.01622688,11.85008394,57.4,0,2
615,1,615_1,20,-6.89376028,11.0839505,57.4,0,0
615,2,615_2,120,-6.89376028,11.0839505,57.4,0,2
615,3,615_3,280,-6.89376028,11.0839505,57.4,0,2
616,1,616_1,60,-8.201444,11.640472,57.4,0,0
616,2,616_2,180,-8.201444,11.640472,57.4,0,2
616,3,616_3,300,-8.201444,11.640472,57.4,0,2
617,1,617_1,60,-6.347944,11.423333,57.4,0,0
617,2,617_2,180,-6.347944,11.423333,57.4,0,2
617,3,617_3,300,-6.347944,11.423333,57.4,0,2
618,1,618_1,0,-8.16798696,11.16664549,57.4,0,0
618,2,618_2,120,-8.16798696,11.16664549,57.4,0,2
618,3,618_3,240,-8.16798696,11.16664549,57.4,0,2
619,1,619_1,0,-6.83694445,11.68358056,42.400002,2,0
619,2,619_2,120,-6.83694445,11.68358056,42.400002,2,2
619,3,619_3,240,-6.83694445,11.68358056,42.400002,2,2
620,1,620_1,0,-5.689111,11.957583,57.4,0,2
620,2,620_2,180,-5.689111,11.957583,57.4,0,2
620,3,620_3,300,-5.689111,11.957583,57.4,0,2
621,1,621_1,0,-5.64680912,11.28782694,57.4,0,0
621,2,621_2,120,-5.64680912,11.28782694,57.4,0,0
621,3,621_3,240,-5.64680912,11.28782694,57.4,0,0
622,1,622_1,30,-5.77831264,11.79198494,57.4,0,4
622,2,622_2,150,-5.77831264,11.79198494,57.4,0,4
622,3,622_3,270,-5.77831264,11.79198494,57.4,0,4
623,1,623_1,30,-5.71445903,12.66050129,42.4,0,0
623,2,623_2,150,-5.71445903,12.66050129,42.4,0,2
623,3,623_3,270,-5.71445903,12.66050129,42.4,0,2
624,1,624_1,0,-7.446014,10.455722,57.4,0,0
624,2,624_2,120,-7.446014,10.455722,57.4,0,0
624,3,624_3,240,-7.446014,10.455722,57.4,0,0
625,1,625_1,40,-5.615,12.162972,57.4,0,9
625,2,625_2,190,-5.615,12.162972,57.4,0,9
625,3,625_3,290,-5.615,12.162972,57.4,0,10
626,1,626_1,80,-4.766975,12.362342,57.4,0,0
626,2,626_2,200,-4.766975,12.362342,57.4,0,0
626,3,626_3,280,-4.766975,12.362342,57.4,0,0
627,1,627_1,60,-7.24365134,11.38633853,57.4,0,0
627,2,627_2,180,-7.24365134,11.38633853,57.4,0,5
627,3,627_3,270,-7.24365134,11.38633853,57.4,0,0
628,1,628_1,0,-5.66375991,11.33910079,57.4,0,2
628,2,628_2,120,-5.66375991,11.33910079,57.4,0,2
628,3,628_3,240,-5.66375991,11.33910079,57.4,0,2
629,1,629_1,10,-5.680668,11.324695,57.4,0,2
629,2,629_2,130,-5.680668,11.324695,57.4,0,2
629,3,629_3,230,-5.680668,11.324695,57.4,0,2
630,1,630_1,80,-5.4673741,12.405932,57.4,0,1
630,2,630_2,170,-5.4673741,12.405932,57.4,0,2
630,3,630_3,330,-5.4673741,12.405932,57.4,0,2
631,1,631_1,0,-5.481047,12.374767,57.4,0,0
631,2,631_2,120,-5.481047,12.374767,57.4,0,0
631,3,631_3,240,-5.481047,12.374767,57.4,0,0
632,1,632_1,0,-5.456397,12.364531,57.4,0,0
632,2,632_2,120,-5.456397,12.364531,57.4,0,0
632,3,632_3,240,-5.456397,12.364531,57.4,0,0
633,1,633_1,0,-5.373167,11.130528,57.4,0,0
633,2,633_2,120,-5.373167,11.130528,57.4,0,0
633,3,633_3,240,-5.373167,11.130528,57.4,0,0
634,1,634_1,0,-5.602794,10.905445,57.4,0,2
634,2,634_2,170,-5.602794,10.905445,57.4,0,2
634,3,634_3,240,-5.602794,10.905445,57.4,0,2
635,1,635_1,80,-6.14333333,10.75272222,57.4,0,0
635,2,635_2,200,-6.14333333,10.75272222,57.4,0,0
635,3,635_3,320,-6.14333333,10.75272222,57.4,0,0
641,1,641_1,105,-5.661686,11.301667,57.4,0,0
641,2,641_2,225,-5.661686,11.301667,57.4,0,0
641,3,641_3,345,-5.661686,11.301667,57.4,0,0
642,1,642_1,105,-5.644977,11.315513,57.4,0,0
642,2,642_2,225,-5.644977,11.315513,57.4,0,0
642,3,642_3,345,-5.644977,11.315513,57.4,0,0
643,1,643_1,60,-7.790611,11.826944,57.4,0,2
643,2,643_2,180,-7.790611,11.826944,57.4,0,2
643,3,643_3,300,-7.790611,11.826944,57.4,0,2
644,1,644_1,30,-7.602278,11.672639,57.4,0,2
644,2,644_2,150,-7.602278,11.672639,57.4,0,2
644,3,644_3,270,-7.602278,11.672639,57.4,0,2
645,1,645_1,80,-6.10820112,11.35806439,57.4,0,4
645,2,645_2,200,-6.10820112,11.35806439,57.4,0,4
645,3,645_3,290,-6.10820112,11.35806439,57.4,0,4
646,1,646_1,0,-7.033947,11.270015,57.4,0,0
646,2,646_2,120,-7.033947,11.270015,57.4,0,0
646,3,646_3,240,-7.033947,11.270015,57.4,0,0
648,1,648_1,80,-6.20366,11.231543,57.4,0,2
648,2,648_2,200,-6.20366,11.231543,57.4,0,2
648,3,648_3,320,-6.20366,11.231543,57.4,0,2
649,1,649_1,40,-5.48452778,11.48177778,57.4,0,6
649,2,649_2,160,-5.48452778,11.48177778,57.4,0,6
649,3,649_3,280,-5.48452778,11.48177778,57.4,0,0
650,1,650_1,50,-5.669247,11.685763,57.4,0,0
650,2,650_2,120,-5.669247,11.685763,57.4,0,0
650,3,650_3,240,-5.669247,11.685763,57.4,0,0
651,1,651_1,30,-4.629882,12.137726,42.4,6,4
651,2,651_2,150,-4.629882,12.137726,42.4,6,4
651,3,651_3,270,-4.629882,12.137726,42.4,6,4
652,1,652_1,0,-5.99982562,12.63624813,57.4,0,0
652,2,652_2,120,-5.99982562,12.63624813,57.4,0,0
652,3,652_3,220,-5.99982562,12.63624813,57.4,0,0
653,1,653_1,50,-8.084451,11.53465,57.4,0,4
653,2,653_2,170,-8.084451,11.53465,57.4,0,4
653,3,653_3,290,-8.084451,11.53465,57.4,0,4
655,1,655_1,0,-5.191474,12.178342,57.4,0,0
655,2,655_2,120,-5.191474,12.178342,57.4,0,0
655,3,655_3,240,-5.191474,12.178342,57.4,0,0
656,1,656_1,0,-7.436233,10.992319,42.4,0,2
656,2,656_2,120,-7.436233,10.992319,42.4,0,2
656,3,656_3,240,-7.436233,10.992319,42.4,0,2
657,1,657_1,80,-8.193083,10.790333,57.4,0,0
657,2,657_2,200,-8.193083,10.790333,57.4,0,0
657,3,657_3,320,-8.193083,10.790333,57.4,0,0
658,1,658_1,0,-6.075467,10.327046,57.4,0,0
658,2,658_2,120,-6.075467,10.327046,57.4,0,0
658,3,658_3,240,-6.075467,10.327046,57.4,0,0
659,1,659_1,0,-7.486103,11.425169,21,2,2
659,2,659_2,120,-7.486103,11.425169,21,2,2
659,3,659_3,240,-7.486103,11.425169,21,2,2
663,1,663_1,0,-5.48177778,12.38461111,57.4,0,0
663,2,663_2,120,-5.48177778,12.38461111,57.4,0,0
